kdgd;kdbr;nmbr;juml;hrga;ttal;ordr;kdmr;kdgl;kdkm
CW7;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;3;56000;168000;0;IDCEVL;CTST;LT
CW8;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;2;56000;112000;0;IDCEVL;CTST;LT
CW9;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;3;56000;168000;0;IDCEVL;CTST;LT
GUDANG;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;10;56000;560000;6;IDCEVL;CTST;LT
CA0;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;2;56000;112000;0;IDCEVL;CTST;LT
CA1;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;6;56000;336000;3;IDCEVL;CTST;LT
CA2;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;2;56000;112000;0;IDCEVL;CTST;LT
CA3;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;4;56000;224000;1;IDCEVL;CTST;LT
CA4;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;3;56000;168000;0;IDCEVL;CTST;LT
CA5;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;3;56000;168000;0;IDCEVL;CTST;LT
CW2;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;3;56000;168000;0;IDCEVL;CTST;LT
CW3;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;2;56000;112000;0;IDCEVL;CTST;LT
CW4;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;3;56000;168000;0;IDCEVL;CTST;LT
CW5;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;3;56000;168000;0;IDCEVL;CTST;LT
CW6;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;3;56000;168000;0;IDCEVL;CTST;LT
CW7;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;2;56000;112000;0;IDCEVL;CTST;LT
CW8;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;4;56000;224000;1;IDCEVL;CTST;LT
CW9;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;3;56000;168000;0;IDCEVL;CTST;LT
GUDANG;EVL1-951;ENVIALKYD 0.9L 951 BUTTERFLY;22;56000;1232000;18;IDCEVL;CTST;LT
CA0;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;2;56000;112000;0;IDCEVL;CTST;LT
CA1;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;8;56000;448000;5;IDCEVL;CTST;LT
CA2;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;2;56000;112000;0;IDCEVL;CTST;LT
CA3;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;3;56000;168000;0;IDCEVL;CTST;LT
CA4;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;6;56000;336000;3;IDCEVL;CTST;LT
CA5;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;3;56000;168000;0;IDCEVL;CTST;LT
CW2;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;2;56000;112000;0;IDCEVL;CTST;LT
CW3;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;3;56000;168000;0;IDCEVL;CTST;LT
CW4;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;3;56000;168000;0;IDCEVL;CTST;LT
CW5;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;2;56000;112000;0;IDCEVL;CTST;LT
CW6;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;2;56000;112000;0;IDCEVL;CTST;LT
CW7;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;2;56000;112000;0;IDCEVL;CTST;LT
CW8;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;10;56000;560000;7;IDCEVL;CTST;LT
CW9;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;2;56000;112000;0;IDCEVL;CTST;LT
GUDANG;EVL1-952;ENVIALKYD 0.9L 952 ROMANTIC PURPLE;2;56000;112000;-3;IDCEVL;CTST;LT
CA0;EVL1-953;ENVIALKYD 0.9L 953 VERONA;4;56000;224000;1;IDCEVL;CTST;LT
CA1;EVL1-953;ENVIALKYD 0.9L 953 VERONA;6;56000;336000;3;IDCEVL;CTST;LT
CA2;EVL1-953;ENVIALKYD 0.9L 953 VERONA;3;56000;168000;0;IDCEVL;CTST;LT
CA3;EVL1-953;ENVIALKYD 0.9L 953 VERONA;3;56000;168000;0;IDCEVL;CTST;LT
CA4;EVL1-953;ENVIALKYD 0.9L 953 VERONA;3;56000;168000;0;IDCEVL;CTST;LT
CA5;EVL1-953;ENVIALKYD 0.9L 953 VERONA;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-953;ENVIALKYD 0.9L 953 VERONA;4;56000;224000;0;IDCEVL;CTST;LT
CW2;EVL1-953;ENVIALKYD 0.9L 953 VERONA;3;56000;168000;0;IDCEVL;CTST;LT
CW3;EVL1-953;ENVIALKYD 0.9L 953 VERONA;4;56000;224000;1;IDCEVL;CTST;LT
CW4;EVL1-953;ENVIALKYD 0.9L 953 VERONA;6;56000;336000;3;IDCEVL;CTST;LT
CW5;EVL1-953;ENVIALKYD 0.9L 953 VERONA;2;56000;112000;0;IDCEVL;CTST;LT
CW6;EVL1-953;ENVIALKYD 0.9L 953 VERONA;3;56000;168000;0;IDCEVL;CTST;LT
CW7;EVL1-953;ENVIALKYD 0.9L 953 VERONA;2;56000;112000;0;IDCEVL;CTST;LT
CW8;EVL1-953;ENVIALKYD 0.9L 953 VERONA;5;56000;280000;2;IDCEVL;CTST;LT
CW9;EVL1-953;ENVIALKYD 0.9L 953 VERONA;3;56000;168000;0;IDCEVL;CTST;LT
GUDANG;EVL1-953;ENVIALKYD 0.9L 953 VERONA;7;56000;392000;2;IDCEVL;CTST;LT
CA0;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;2;56000;112000;0;IDCEVL;CTST;LT
CA1;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;2;56000;112000;0;IDCEVL;CTST;LT
CA2;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;5;56000;280000;2;IDCEVL;CTST;LT
CA3;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;3;56000;168000;0;IDCEVL;CTST;LT
CA4;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;2;56000;112000;0;IDCEVL;CTST;LT
CA5;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;7;56000;392000;0;IDCEVL;CTST;LT
CW2;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;15;56000;840000;9;IDCEVL;CTST;LT
CW3;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;14;56000;784000;1;IDCEVL;CTST;LT
CW4;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;5;56000;280000;0;IDCEVL;CTST;LT
CW5;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;8;56000;448000;0;IDCEVL;CTST;LT
CW6;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;2;56000;112000;0;IDCEVL;CTST;LT
CW7;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;2;56000;112000;0;IDCEVL;CTST;LT
CW8;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;7;56000;392000;0;IDCEVL;CTST;LT
CW9;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;7;56000;392000;4;IDCEVL;CTST;LT
GUDANG;EVL1-954;ENVIALKYD 0.9L 954 ARCADIA;26;56000;1456000;13;IDCEVL;CTST;LT
CA0;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;8;56000;448000;5;IDCEVL;CTST;LT
CA1;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;4;56000;224000;1;IDCEVL;CTST;LT
CA2;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;3;56000;168000;0;IDCEVL;CTST;LT
CA3;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;5;56000;280000;2;IDCEVL;CTST;LT
CA4;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;5;56000;280000;2;IDCEVL;CTST;LT
CA5;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;4;56000;224000;1;IDCEVL;CTST;LT
CW2;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;6;56000;336000;0;IDCEVL;CTST;LT
CW3;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;2;56000;112000;0;IDCEVL;CTST;LT
CW4;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;2;56000;112000;0;IDCEVL;CTST;LT
CW5;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;3;56000;168000;0;IDCEVL;CTST;LT
CW6;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;2;56000;112000;0;IDCEVL;CTST;LT
CW7;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;3;56000;168000;0;IDCEVL;CTST;LT
CW8;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;2;56000;112000;0;IDCEVL;CTST;LT
CW9;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;9;56000;504000;6;IDCEVL;CTST;LT
GUDANG;EVL1-955;ENVIALKYD 0.9L 955 LIMONE;17;56000;952000;14;IDCEVL;CTST;LT
CA0;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;3;56000;168000;0;IDCEVL;CTST;LT
CA1;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;3;56000;168000;0;IDCEVL;CTST;LT
CA2;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;3;56000;168000;0;IDCEVL;CTST;LT
CA3;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;5;56000;280000;2;IDCEVL;CTST;LT
CA4;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;6;56000;336000;3;IDCEVL;CTST;LT
CA5;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;8;56000;448000;3;IDCEVL;CTST;LT
CW2;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;6;56000;336000;0;IDCEVL;CTST;LT
CW3;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;8;56000;448000;0;IDCEVL;CTST;LT
CW4;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;8;56000;448000;5;IDCEVL;CTST;LT
CW5;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;3;56000;168000;0;IDCEVL;CTST;LT
CW6;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;2;56000;112000;0;IDCEVL;CTST;LT
CW7;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;10;56000;560000;0;IDCEVL;CTST;LT
CW8;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;2;56000;112000;0;IDCEVL;CTST;LT
CW9;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;2;56000;112000;0;IDCEVL;CTST;LT
GUDANG;EVL1-956;ENVIALKYD 0.9L 956 ARAGON;43;56000;2408000;30;IDCEVL;CTST;LT
9IDC;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;6;56000;336000;0;IDCEVL;CTST;LT
CA1;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;5;56000;280000;2;IDCEVL;CTST;LT
CA2;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;4;56000;224000;1;IDCEVL;CTST;LT
CA3;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;3;56000;168000;0;IDCEVL;CTST;LT
CA4;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;4;56000;224000;1;IDCEVL;CTST;LT
CA5;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;5;56000;280000;1;IDCEVL;CTST;LT
CW2;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;12;56000;672000;0;IDCEVL;CTST;LT
CW3;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;17;56000;952000;0;IDCEVL;CTST;LT
CW4;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;10;56000;560000;3;IDCEVL;CTST;LT
CW5;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;7;56000;392000;0;IDCEVL;CTST;LT
CW6;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;5;56000;280000;2;IDCEVL;CTST;LT
CW7;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;10;56000;560000;1;IDCEVL;CTST;LT
CW8;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;2;56000;112000;0;IDCEVL;CTST;LT
CW9;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;6;56000;336000;0;IDCEVL;CTST;LT
GUDANG;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;86;56000;4816000;26;IDCEVL;CTST;LT
RUSAK;EVL1-957;ENVIALKYD 0.9L  957 EDELWEIS;0;56000;0;0;IDCEVL;CTST;LT
9IDC;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;7;56000;392000;1;IDCEVL;CTST;LT
CA1;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;3;56000;168000;0;IDCEVL;CTST;LT
CA2;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;3;56000;168000;0;IDCEVL;CTST;LT
CA3;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;3;56000;168000;0;IDCEVL;CTST;LT
CA4;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;2;56000;112000;0;IDCEVL;CTST;LT
CA5;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;14;56000;784000;0;IDCEVL;CTST;LT
CW2;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;11;56000;616000;3;IDCEVL;CTST;LT
CW3;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;12;56000;672000;0;IDCEVL;CTST;LT
CW4;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;10;56000;560000;4;IDCEVL;CTST;LT
CW5;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;17;56000;952000;1;IDCEVL;CTST;LT
CW6;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;4;56000;224000;0;IDCEVL;CTST;LT
CW7;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;16;56000;896000;2;IDCEVL;CTST;LT
CW8;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;7;56000;392000;0;IDCEVL;CTST;LT
CW9;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;13;56000;728000;5;IDCEVL;CTST;LT
GUDANG;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;170;56000;9520000;134;IDCEVL;CTST;LT
RUSAK;EVL1-958;ENVIALKYD 0.9L 958 BEIGE;0;56000;0;0;IDCEVL;CTST;LT
9IDC;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;15;56000;840000;0;IDCEVL;CTST;LT
CA1;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;10;56000;560000;0;IDCEVL;CTST;LT
CA2;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;6;56000;336000;0;IDCEVL;CTST;LT
CA3;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;8;56000;448000;2;IDCEVL;CTST;LT
CA4;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;3;56000;168000;0;IDCEVL;CTST;LT
CA5;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;18;56000;1008000;0;IDCEVL;CTST;LT
CW1;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;15;56000;840000;0;IDCEVL;CTST;LT
CW2;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;17;56000;952000;1;IDCEVL;CTST;LT
CW3;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;16;56000;896000;0;IDCEVL;CTST;LT
CW4;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;20;56000;1120000;4;IDCEVL;CTST;LT
CW5;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;21;56000;1176000;1;IDCEVL;CTST;LT
CW6;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;9;56000;504000;3;IDCEVL;CTST;LT
CW7;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;20;56000;1120000;0;IDCEVL;CTST;LT
CW8;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;19;56000;1064000;1;IDCEVL;CTST;LT
CW9;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;15;56000;840000;0;IDCEVL;CTST;LT
GUDANG;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;172;56000;9632000;124;IDCEVL;CTST;LT
RUSAK;EVL1-961M;ENVIALKYD 0.9L 961 METALLIC ALUMINIUM;2;56000;112000;0;IDCEVL;CTST;LT
CA0;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;6;88000;528000;0;IDCEVL;CTST;LT
CA1;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;4;88000;352000;0;IDCEVL;CTST;LT
CA2;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;4;88000;352000;0;IDCEVL;CTST;LT
CA3;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;4;88000;352000;0;IDCEVL;CTST;LT
CA4;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;5;88000;440000;1;IDCEVL;CTST;LT
CA5;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;6;88000;528000;0;IDCEVL;CTST;LT
CW1;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;8;88000;704000;0;IDCEVL;CTST;LT
CW2;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;8;88000;704000;4;IDCEVL;CTST;LT
CW3;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;7;88000;616000;2;IDCEVL;CTST;LT
CW4;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;24;88000;2112000;18;IDCEVL;CTST;LT
CW5;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;6;88000;528000;0;IDCEVL;CTST;LT
CW6;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;5;88000;440000;1;IDCEVL;CTST;LT
CW7;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;28;88000;2464000;22;IDCEVL;CTST;LT
CW8;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;6;88000;528000;0;IDCEVL;CTST;LT
CW9;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;3;88000;264000;-3;IDCEVL;CTST;LT
GUDANG;EVL1-962M;ENVIALKYD 0.9L 962 METALLIC GOLD;50;88000;4400000;32;IDCEVL;CTST;LT
CA0;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;6;73000;438000;0;IDCEVL;CTST;LT
CA1;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;6;73000;438000;0;IDCEVL;CTST;LT
CA2;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;3;73000;219000;-3;IDCEVL;CTST;LT
CA3;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;4;73000;292000;0;IDCEVL;CTST;LT
CA4;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;6;73000;438000;2;IDCEVL;CTST;LT
CA5;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;6;73000;438000;0;IDCEVL;CTST;LT
CW1;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;10;73000;730000;0;IDCEVL;CTST;LT
CW2;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;7;73000;511000;0;IDCEVL;CTST;LT
CW3;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;9;73000;657000;3;IDCEVL;CTST;LT
CW4;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;6;73000;438000;0;IDCEVL;CTST;LT
CW5;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;6;73000;438000;0;IDCEVL;CTST;LT
CW6;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;3;73000;219000;0;IDCEVL;CTST;LT
CW7;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;5;73000;365000;0;IDCEVL;CTST;LT
CW8;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;11;73000;803000;0;IDCEVL;CTST;LT
CW9;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;7;73000;511000;0;IDCEVL;CTST;LT
GUDANG;EVL1-963M;ENVIALKYD 0.9L 963 METALLIC BRONZE;23;73000;1679000;4;IDCEVL;CTST;LT
CW1;EVL1-964;ENVIALKYD 0.9L 964 BLUE DALIZE;1;56000;56000;1;IDCEVL;CTST;LT
CW5;EVL1-964;ENVIALKYD 0.9L 964 BLUE DALIZE;0;56000;0;0;IDCEVL;CTST;LT
CW8;EVL1-964;ENVIALKYD 0.9L 964 BLUE DALIZE;0;56000;0;0;IDCEVL;CTST;LT
GUDANG;EVL1-964;ENVIALKYD 0.9L 964 BLUE DALIZE;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;6;0;0;2;IDCED;CTST;LT
CA1;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;3;0;0;0;IDCED;CTST;LT
CA2;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;10;0;0;6;IDCED;CTST;LT
CA3;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;4;0;0;0;IDCED;CTST;LT
CA4;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;4;0;0;0;IDCED;CTST;LT
CA5;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;12;0;0;6;IDCED;CTST;LT
CW1;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;6;0;0;0;IDCED;CTST;LT
CW2;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;9;0;0;5;IDCED;CTST;LT
CW3;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;15;0;0;9;IDCED;CTST;LT
CW4;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;14;0;0;10;IDCED;CTST;LT
CW5;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;12;0;0;6;IDCED;CTST;LT
CW6;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;4;0;0;0;IDCED;CTST;LT
CW7;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;4;0;0;0;IDCED;CTST;LT
CW8;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;3;0;0;0;IDCED;CTST;LT
CW9;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;4;0;0;0;IDCED;CTST;LT
GUDANG;EVL1-EDBB;ENVIALKYD 0.9L ECO DOFF BASE BB;19;0;0;7;IDCED;CTST;LT
CA0;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;4;0;0;0;IDCED;CTST;LT
CA1;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;3;0;0;0;IDCED;CTST;LT
CA2;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;3;0;0;0;IDCED;CTST;LT
CA3;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;3;0;0;0;IDCED;CTST;LT
CA4;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;3;0;0;0;IDCED;CTST;LT
CA5;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;12;0;0;6;IDCED;CTST;LT
CW1;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;13;0;0;7;IDCED;CTST;LT
CW2;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;8;0;0;4;IDCED;CTST;LT
CW3;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;6;0;0;0;IDCED;CTST;LT
CW4;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;6;0;0;2;IDCED;CTST;LT
CW5;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;6;0;0;0;IDCED;CTST;LT
CW6;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;2;0;0;0;IDCED;CTST;LT
CW7;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;3;0;0;0;IDCED;CTST;LT
CW8;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;3;0;0;0;IDCED;CTST;LT
CW9;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;7;0;0;3;IDCED;CTST;LT
GUDANG;EVL1-EDMB;ENVIALKYD 0.9L ECO DOFF BASE MB;60;0;0;48;IDCED;CTST;LT
CA0;EVL1-PEBB;ENVIALKYD 0.9L PRIME ECO BASE BB;9;0;0;5;IDCPE;CTST;LT
CA1;EVL1-PEBB;ENVIALKYD 0.9L PRIME ECO BASE BB;4;0;0;0;IDCPE;CTST;LT
CA2;EVL1-PEBB;ENVIALKYD 0.9L PRIME ECO BASE BB;3;0;0;0;IDCPE;CTST;LT
CA3;EVL1-PEBB;ENVIALKYD 0.9L PRIME ECO BASE BB;3;0;0;0;IDCPE;CTST;LT
CA4;EVL1-PEBB;ENVIALKYD 0.9L PRIME ECO BASE BB;4;0;0;0;IDCPE;CTST;LT
CA5;EVL1-PEBB;ENVIALKYD 0.9L PRIME ECO BASE BB;6;0;0;0;IDCPE;CTST;LT
CW1;EVL1-PEBB;ENVIALKYD 0.9L PRIME ECO BASE BB;7;0;0;1;IDCPE;CTST;LT
CW2;EVL1-PEBB;ENVIALKYD 0.9L PRIME ECO BASE BB;3;0;0;0;IDCPE;CTST;LT
CW3;EVL1-PEBB;ENVIALKYD 0.9L PRIME ECO BASE BB;7;0;0;1;IDCPE;CTST;LT
