kdgd;kdbr;nmbr;juml;hrga;ttal;ordr;kdmr;kdgl;kdkm
GUDANG;EVL1-941;ENVIALKYD 0.9L 941 DARDANELA;71;56000;3976000;35;IDCEVL;CTST;LT
RUSAK;EVL1-941;ENVIALKYD 0.9L 941 DARDANELA;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;6;56000;336000;2;IDCEVL;CTST;LT
CA1;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;2;56000;112000;0;IDCEVL;CTST;LT
CA2;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;2;56000;112000;0;IDCEVL;CTST;LT
CA3;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;3;56000;168000;0;IDCEVL;CTST;LT
CA4;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;2;56000;112000;0;IDCEVL;CTST;LT
CA5;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;3;56000;168000;0;IDCEVL;CTST;LT
CW2;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;5;56000;280000;0;IDCEVL;CTST;LT
CW3;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;2;56000;112000;0;IDCEVL;CTST;LT
CW4;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;3;56000;168000;0;IDCEVL;CTST;LT
CW5;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;2;56000;112000;0;IDCEVL;CTST;LT
CW6;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;2;56000;112000;0;IDCEVL;CTST;LT
CW7;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;3;56000;168000;0;IDCEVL;CTST;LT
CW8;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;3;56000;168000;0;IDCEVL;CTST;LT
CW9;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;3;56000;168000;0;IDCEVL;CTST;LT
GUDANG;EVL1-942;ENVIALKYD 0.9L 942 PURPLE DAWN;17;56000;952000;11;IDCEVL;CTST;LT
9IDC;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;4;56000;224000;0;IDCEVL;CTST;LT
CA1;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;2;56000;112000;0;IDCEVL;CTST;LT
CA2;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;2;56000;112000;0;IDCEVL;CTST;LT
CA3;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;3;56000;168000;0;IDCEVL;CTST;LT
CA4;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;3;56000;168000;0;IDCEVL;CTST;LT
CA5;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;2;56000;112000;0;IDCEVL;CTST;LT
CW2;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;6;56000;336000;0;IDCEVL;CTST;LT
CW3;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;2;56000;112000;0;IDCEVL;CTST;LT
CW4;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;2;56000;112000;0;IDCEVL;CTST;LT
CW5;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;2;56000;112000;0;IDCEVL;CTST;LT
CW6;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;3;56000;168000;0;IDCEVL;CTST;LT
CW7;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;3;56000;168000;0;IDCEVL;CTST;LT
CW8;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;2;56000;112000;0;IDCEVL;CTST;LT
CW9;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;3;56000;168000;0;IDCEVL;CTST;LT
GUDANG;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;13;56000;728000;10;IDCEVL;CTST;LT
RUSAK;EVL1-943;ENVIALKYD 0.9L 943 HAUCH GREEN;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;4;56000;224000;0;IDCEVL;CTST;LT
CA1;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;3;56000;168000;0;IDCEVL;CTST;LT
CA2;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;2;56000;112000;0;IDCEVL;CTST;LT
CA3;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;3;56000;168000;0;IDCEVL;CTST;LT
CA4;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;3;56000;168000;0;IDCEVL;CTST;LT
CA5;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;2;56000;112000;0;IDCEVL;CTST;LT
CW2;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;8;56000;448000;0;IDCEVL;CTST;LT
CW3;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;5;56000;280000;2;IDCEVL;CTST;LT
CW4;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;3;56000;168000;0;IDCEVL;CTST;LT
CW5;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;4;56000;224000;0;IDCEVL;CTST;LT
CW6;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;3;56000;168000;0;IDCEVL;CTST;LT
CW7;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;2;56000;112000;0;IDCEVL;CTST;LT
CW8;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;3;56000;168000;0;IDCEVL;CTST;LT
CW9;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;3;56000;168000;0;IDCEVL;CTST;LT
GUDANG;EVL1-944;ENVIALKYD 0.9L 944 FEBRIANI;16;56000;896000;13;IDCEVL;CTST;LT
9IDC;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;33;56000;1848000;0;IDCEVL;CTST;LT
CA1;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;25;56000;1400000;1;IDCEVL;CTST;LT
CA2;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;23;56000;1288000;0;IDCEVL;CTST;LT
CA3;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;24;56000;1344000;0;IDCEVL;CTST;LT
CA4;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;20;56000;1120000;0;IDCEVL;CTST;LT
CA5;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;36;56000;2016000;0;IDCEVL;CTST;LT
CW1;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;42;56000;2352000;1;IDCEVL;CTST;LT
CW2;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;37;56000;2072000;2;IDCEVL;CTST;LT
CW3;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;43;56000;2408000;0;IDCEVL;CTST;LT
CW4;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;40;56000;2240000;0;IDCEVL;CTST;LT
CW5;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;36;56000;2016000;1;IDCEVL;CTST;LT
CW6;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;17;56000;952000;0;IDCEVL;CTST;LT
CW7;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;33;56000;1848000;6;IDCEVL;CTST;LT
CW8;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;31;56000;1736000;4;IDCEVL;CTST;LT
CW9;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;13;56000;728000;0;IDCEVL;CTST;LT
GUDANG;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;370;56000;20720000;190;IDCEVL;CTST;LT
RUSAK;EVL1-945;ENVIALKYD 0.9L 945 BRILLIANT  WHITE;0;56000;0;0;IDCEVL;CTST;LT
9IDC;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;24;56000;1344000;0;IDCEVL;CTST;LT
CA1;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;19;56000;1064000;0;IDCEVL;CTST;LT
CA2;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;19;56000;1064000;0;IDCEVL;CTST;LT
CA3;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;22;56000;1232000;0;IDCEVL;CTST;LT
CA4;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;22;56000;1232000;2;IDCEVL;CTST;LT
CA5;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;24;56000;1344000;0;IDCEVL;CTST;LT
CW1;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;34;56000;1904000;1;IDCEVL;CTST;LT
CW2;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;17;56000;952000;0;IDCEVL;CTST;LT
CW3;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;22;56000;1232000;2;IDCEVL;CTST;LT
CW4;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;37;56000;2072000;0;IDCEVL;CTST;LT
CW5;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;30;56000;1680000;0;IDCEVL;CTST;LT
CW6;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;17;56000;952000;0;IDCEVL;CTST;LT
CW7;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;26;56000;1456000;0;IDCEVL;CTST;LT
CW8;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;22;56000;1232000;0;IDCEVL;CTST;LT
CW9;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;21;56000;1176000;0;IDCEVL;CTST;LT
GUDANG;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;302;56000;16912000;182;IDCEVL;CTST;LT
RUSAK;EVL1-9450;ENVIALKYD 0.9L 9450 WHITE DOF;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;0;56000;0;0;IDCEVL;CTST;LT
CA1;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;3;56000;168000;3;IDCEVL;CTST;LT
CA2;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;4;56000;224000;4;IDCEVL;CTST;LT
CA3;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;0;56000;0;0;IDCEVL;CTST;LT
CW1;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;0;56000;0;0;IDCEVL;CTST;LT
CW2;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;1;56000;56000;1;IDCEVL;CTST;LT
CW3;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;3;56000;168000;3;IDCEVL;CTST;LT
CW4;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;2;56000;112000;2;IDCEVL;CTST;LT
CW5;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;0;56000;0;0;IDCEVL;CTST;LT
CW6;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;2;56000;112000;2;IDCEVL;CTST;LT
CW7;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;0;56000;0;0;IDCEVL;CTST;LT
CW8;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;2;56000;112000;2;IDCEVL;CTST;LT
CW9;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;0;56000;0;0;IDCEVL;CTST;LT
GUDANG;EVL1-9451;ENVIALKYD 0.9L 9451 DARK JAVA;0;56000;0;0;IDCEVL;CTST;LT
CW1;EVL1-9453;ENVIALKYD 0.9L 9453 COLORADO;0;56000;0;0;IDCEVL;CTST;LT
CW2;EVL1-9453;ENVIALKYD 0.9L 9453 COLORADO;0;56000;0;0;IDCEVL;CTST;LT
GUDANG;EVL1-9453;ENVIALKYD 0.9L 9453 COLORADO;0;56000;0;0;IDCEVL;CTST;LT
CW1;EVL1-9456;ENVIALKYD 0.9L 9456 MAX GREY;7;56000;392000;7;IDCEVL;CTST;LT
CW4;EVL1-9456;ENVIALKYD 0.9L 9456 MAX GREY;0;56000;0;0;IDCEVL;CTST;LT
CW7;EVL1-9456;ENVIALKYD 0.9L 9456 MAX GREY;0;56000;0;0;IDCEVL;CTST;LT
GUDANG;EVL1-9456;ENVIALKYD 0.9L 9456 MAX GREY;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CA1;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CA2;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CW1;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CW2;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CW3;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CW4;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CW5;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CW6;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CW7;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CW8;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CW9;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
GUDANG;EVL1-9457;ENVIALKYD 0.9L 9457 SOUL GREY;0;56000;0;0;IDCEVL;CTST;LT
CW1;EVL1-9458;ENVIALKYD 0.9L 9458 MOONSTONE;2;56000;112000;2;IDCEVL;CTST;LT
CW6;EVL1-9458;ENVIALKYD 0.9L 9458 MOONSTONE;0;56000;0;0;IDCEVL;CTST;LT
GUDANG;EVL1-9458;ENVIALKYD 0.9L 9458 MOONSTONE;0;56000;0;0;IDCEVL;CTST;LT
CA0;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;0;56000;0;0;IDCEVL;CTST;LT
CA1;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;2;56000;112000;2;IDCEVL;CTST;LT
CA2;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;1;56000;56000;1;IDCEVL;CTST;LT
CA3;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;2;56000;112000;2;IDCEVL;CTST;LT
CW1;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;0;56000;0;0;IDCEVL;CTST;LT
CW2;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;0;56000;0;0;IDCEVL;CTST;LT
CW3;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;0;56000;0;0;IDCEVL;CTST;LT
CW4;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;2;56000;112000;2;IDCEVL;CTST;LT
CW5;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;2;56000;112000;2;IDCEVL;CTST;LT
CW6;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;2;56000;112000;2;IDCEVL;CTST;LT
CW7;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;2;56000;112000;2;IDCEVL;CTST;LT
CW8;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;2;56000;112000;2;IDCEVL;CTST;LT
CW9;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;3;56000;168000;3;IDCEVL;CTST;LT
GUDANG;EVL1-9459;ENVIALKYD 0.9L 9459 FIRST MIST;1;56000;56000;1;IDCEVL;CTST;LT
CA0;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;2;56000;112000;0;IDCEVL;CTST;LT
CA1;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;2;56000;112000;0;IDCEVL;CTST;LT
CA2;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;2;56000;112000;0;IDCEVL;CTST;LT
CA3;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;4;56000;224000;2;IDCEVL;CTST;LT
CA4;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;14;56000;784000;12;IDCEVL;CTST;LT
CA5;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;3;56000;168000;0;IDCEVL;CTST;LT
CW2;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;2;56000;112000;0;IDCEVL;CTST;LT
CW3;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;2;56000;112000;0;IDCEVL;CTST;LT
CW4;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;3;56000;168000;0;IDCEVL;CTST;LT
CW5;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;3;56000;168000;0;IDCEVL;CTST;LT
CW6;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;3;56000;168000;0;IDCEVL;CTST;LT
CW7;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;8;56000;448000;5;IDCEVL;CTST;LT
CW8;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;2;56000;112000;0;IDCEVL;CTST;LT
CW9;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;3;56000;168000;0;IDCEVL;CTST;LT
GUDANG;EVL1-946;ENVIALKYD 0.9L 946 PANASIA;0;56000;0;-6;IDCEVL;CTST;LT
CA0;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;0;56000;0;-2;IDCEVL;CTST;LT
CA1;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;2;56000;112000;0;IDCEVL;CTST;LT
CA2;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;2;56000;112000;0;IDCEVL;CTST;LT
CA3;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;2;56000;112000;0;IDCEVL;CTST;LT
CW1;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;1;56000;56000;0;IDCEVL;CTST;LT
CW2;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;1;56000;56000;0;IDCEVL;CTST;LT
CW3;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;1;56000;56000;0;IDCEVL;CTST;LT
CW4;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;2;56000;112000;0;IDCEVL;CTST;LT
CW5;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;0;56000;0;-2;IDCEVL;CTST;LT
CW6;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;1;56000;56000;0;IDCEVL;CTST;LT
CW7;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;2;56000;112000;0;IDCEVL;CTST;LT
CW8;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;2;56000;112000;0;IDCEVL;CTST;LT
CW9;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;1;56000;56000;0;IDCEVL;CTST;LT
GUDANG;EVL1-9460;ENVIALKYD 0.9L 9460 ALFA GREY;0;56000;0;-2;IDCEVL;CTST;LT
CA0;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;3;56000;168000;0;IDCEVL;CTST;LT
CA1;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;2;56000;112000;0;IDCEVL;CTST;LT
CA2;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;3;56000;168000;1;IDCEVL;CTST;LT
CA3;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;2;56000;112000;0;IDCEVL;CTST;LT
CA4;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;1;56000;56000;0;IDCEVL;CTST;LT
CA5;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;12;56000;672000;8;IDCEVL;CTST;LT
CW2;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;5;56000;280000;0;IDCEVL;CTST;LT
CW3;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;5;56000;280000;0;IDCEVL;CTST;LT
CW4;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;4;56000;224000;0;IDCEVL;CTST;LT
CW5;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;7;56000;392000;3;IDCEVL;CTST;LT
CW6;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;3;56000;168000;0;IDCEVL;CTST;LT
CW7;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;8;56000;448000;2;IDCEVL;CTST;LT
CW8;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;4;56000;224000;1;IDCEVL;CTST;LT
CW9;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;7;56000;392000;4;IDCEVL;CTST;LT
GUDANG;EVL1-947;ENVIALKYD 0.9L 947 SUNNY BLUE;12;56000;672000;2;IDCEVL;CTST;LT
CA0;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;12;56000;672000;6;IDCEVL;CTST;LT
CA1;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;3;56000;168000;0;IDCEVL;CTST;LT
CA2;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;6;56000;336000;4;IDCEVL;CTST;LT
CA3;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;2;56000;112000;0;IDCEVL;CTST;LT
CA4;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;5;56000;280000;3;IDCEVL;CTST;LT
CA5;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;11;56000;616000;4;IDCEVL;CTST;LT
CW2;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;7;56000;392000;0;IDCEVL;CTST;LT
CW3;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;4;56000;224000;0;IDCEVL;CTST;LT
CW4;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;4;56000;224000;0;IDCEVL;CTST;LT
CW5;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;9;56000;504000;5;IDCEVL;CTST;LT
CW6;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;3;56000;168000;0;IDCEVL;CTST;LT
CW7;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;8;56000;448000;5;IDCEVL;CTST;LT
CW8;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;3;56000;168000;0;IDCEVL;CTST;LT
CW9;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;5;56000;280000;0;IDCEVL;CTST;LT
GUDANG;EVL1-948;ENVIALKYD 0.9L 948 SAFARI GREEN;22;56000;1232000;9;IDCEVL;CTST;LT
CA0;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;5;56000;280000;1;IDCEVL;CTST;LT
CA1;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;3;56000;168000;0;IDCEVL;CTST;LT
CA2;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;2;56000;112000;0;IDCEVL;CTST;LT
CA3;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;3;56000;168000;1;IDCEVL;CTST;LT
CA4;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;2;56000;112000;0;IDCEVL;CTST;LT
CA5;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;4;56000;224000;1;IDCEVL;CTST;LT
CW2;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;12;56000;672000;0;IDCEVL;CTST;LT
CW3;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;6;56000;336000;0;IDCEVL;CTST;LT
CW4;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;4;56000;224000;1;IDCEVL;CTST;LT
CW5;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;12;56000;672000;9;IDCEVL;CTST;LT
CW6;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;2;56000;112000;0;IDCEVL;CTST;LT
CW7;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;5;56000;280000;1;IDCEVL;CTST;LT
CW8;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;3;56000;168000;0;IDCEVL;CTST;LT
CW9;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;6;56000;336000;3;IDCEVL;CTST;LT
GUDANG;EVL1-949;ENVIALKYD 0.9L 949 DARK BLUE;38;56000;2128000;2;IDCEVL;CTST;LT
CA0;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;2;56000;112000;0;IDCEVL;CTST;LT
CA1;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;3;56000;168000;0;IDCEVL;CTST;LT
CA2;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;1;56000;56000;0;IDCEVL;CTST;LT
CA3;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;8;56000;448000;6;IDCEVL;CTST;LT
CA4;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;2;56000;112000;0;IDCEVL;CTST;LT
CA5;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;6;56000;336000;0;IDCEVL;CTST;LT
CW1;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;3;56000;168000;0;IDCEVL;CTST;LT
CW2;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;2;56000;112000;0;IDCEVL;CTST;LT
CW3;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;4;56000;224000;0;IDCEVL;CTST;LT
CW4;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;2;56000;112000;0;IDCEVL;CTST;LT
CW5;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;2;56000;112000;0;IDCEVL;CTST;LT
CW6;EVL1-950;ENVIALKYD 0.9L 950 STAR ORANGE;2;56000;112000;0;IDCEVL;CTST;LT
